dateTime,close_predict
2023-09-16,26484.593278275872
2023-09-17,26509.932541116268
2023-09-18,26439.304185150035
2023-09-19,26706.45974518215
2023-09-20,26968.13653071432
2023-09-21,27053.52638079871
2023-09-22,26725.937823714026
2023-09-23,26504.344489019993
2023-09-24,26484.031036105363
2023-09-25,26337.74372449642
2023-09-26,26167.349461396483
2023-09-27,26166.083771997888
2023-09-28,26317.3537606444
2023-09-29,26705.097728008695
2023-09-30,26880.74763759289
2023-10-01,26876.495607124976
2023-10-02,27450.392319946604
2023-10-03,27768.561769430205
2023-10-04,27361.10517178577
2023-10-05,27494.585391845107
2023-10-06,27587.566665615814
2023-10-07,27650.89713036833
2023-10-08,27855.89228220733
2023-10-09,27834.781235497234
2023-10-10,27612.06582234932
2023-10-11,27420.316032908013
2023-10-12,26994.166330714415
2023-10-13,26700.38547807744
2023-10-14,26779.976749609206
2023-10-15,26785.373618563797
2023-10-16,26952.737260604972
2023-10-17,28192.98066265509
2023-10-18,28319.060195071375
2023-10-19,28391.626205546818
2023-10-20,28453.262974106558
2023-10-21,29262.56446422095
2023-10-22,29801.081055945557
2023-10-23,29883.326768640727
2023-10-24,32013.001363921936
2023-10-25,33758.26795611984
2023-10-26,34290.697998122676
2023-10-27,34266.39081872419
2023-10-28,33877.06021781073
2023-10-29,34044.699971505484
2023-10-30,34296.44539044607
2023-10-31,34442.2335290325
2023-11-01,34430.082846656434
2023-11-02,34929.65994432166
2023-11-03,35138.31580507561
2023-11-04,34641.99511242016
2023-11-05,34878.49056310899
2023-11-06,34947.73903310705
2023-11-07,34979.631826787925
2023-11-08,35202.73914007304
2023-11-09,35537.961230909816
2023-11-10,36475.507296059935
2023-11-11,36964.4987966864
2023-11-12,37109.09522155328
2023-11-13,37015.65034180711
2023-11-14,36794.50418917438
2023-11-15,35870.28361837415
2023-11-16,36754.07062708753
2023-11-17,36845.6648158103
2023-11-18,36348.16877328198
2023-11-19,36531.15891701883
2023-11-20,36963.28411307293
2023-11-21,37302.16071732671
2023-11-22,36609.52466629744
2023-11-23,36706.27135201874
2023-11-24,37291.95889058633
2023-11-25,37667.55883498169
2023-11-26,37727.33709505238
2023-11-27,37529.08663076734
2023-11-28,37225.073948136225
2023-11-29,37591.505095197615
2023-11-30,37914.89120317636
2023-12-01,37790.939076342715
2023-12-02,38278.02017378702
2023-12-03,39148.03756871552
2023-12-04,39759.96767014517
2023-12-05,41164.09048437287
2023-12-06,43109.33302116781
2023-12-07,43895.061424410604
2023-12-08,43505.97432898671
2023-12-09,43882.199766357706
2023-12-10,43993.14079182187
2023-12-11,43821.26960041501
2023-12-12,42282.15421455731
2023-12-13,41417.816117779796
2023-12-14,42202.19052071616
2023-12-15,42741.05846799999
2023-12-16,42448.00842529902
2023-12-17,42183.11602374882
2023-12-18,41847.80832855245
2023-12-19,41915.661900278894
2023-12-20,42599.02946705041
2023-12-21,43196.82749330318
2023-12-22,43813.415393474505
2023-12-23,43960.18493734659
2023-12-24,43780.04658207306
2023-12-25,43327.157895196244
2023-12-26,43332.97529479471
2023-12-27,42864.32671945449
2023-12-28,43000.925472777264
2023-12-29,43037.81334722315
2023-12-30,42297.5491876776
2023-12-31,42125.15160053461
2024-01-01,42360.48941021079
2024-01-02,43319.79841818865
2024-01-03,44855.81172587254
2024-01-04,43571.30819813994
2024-01-05,43677.49019753931
2024-01-06,43839.65790083448
2024-01-07,43980.09454357359
2024-01-08,44037.90782758644
2024-01-09,45507.75557137632
2024-01-10,46525.031716740996
2024-01-11,46288.628777962214
2024-01-12,46969.481957816795
2024-01-13,44316.82328377906
2024-01-14,42863.54756421238
2024-01-15,42364.3320554261
2024-01-16,42402.214715006245
2024-01-17,42877.38286767872
2024-01-18,42858.758913003774
2024-01-19,41953.22292411419
2024-01-20,41413.89792181283
2024-01-21,41692.27458394703
2024-01-22,41683.184724782564
2024-01-23,40560.078475772934
2024-01-24,39570.16240985398
2024-01-25,40020.45595183779
2024-01-26,39978.42479601602
2024-01-27,41053.40289421833
2024-01-28,41924.293878656135
2024-01-29,42191.165916637314
2024-01-30,42696.77963620999
2024-01-31,43236.91536544645
2024-02-01,42922.40113726072
2024-02-02,42766.088842612495
2024-02-03,43122.94982964479
2024-02-04,43151.90788082539
2024-02-05,42767.317883272335
2024-02-06,42828.41720358244
2024-02-07,42992.5000609125
2024-02-08,43747.18654104734
2024-02-09,44972.47631924989
2024-02-10,46596.48192343083
2024-02-11,47573.131202867866
2024-02-12,48151.50037879106
2024-02-13,49219.550309833976
2024-02-14,49675.77538148191
2024-02-15,50876.92800514797
2024-02-16,52064.58570706416
2024-02-17,52156.45172459882
2024-02-18,51765.290937134676
2024-02-19,51975.303392937385
2024-02-20,52127.10687773768
2024-02-21,52092.37666572112
2024-02-22,51894.94227947493
2024-02-23,51638.928238760425
2024-02-24,51125.80115092207
2024-02-25,51297.23162128417
2024-02-26,51757.45643536255
2024-02-27,53261.396074295124
2024-02-28,56118.75559198391
2024-02-29,60400.52024845046
2024-03-01,62036.72357759775
2024-03-02,62077.290668789115
2024-03-03,62262.81539470332
2024-03-04,62650.09554958811
2024-03-05,65928.01859587646
2024-03-06,65121.11639915924
2024-03-07,65334.31316142758
2024-03-08,66813.85229318132
2024-03-09,67979.43687393496
2024-03-10,68398.94996365075
2024-03-11,69015.14801718979
2024-03-12,70536.3413368438
2024-03-13,71465.34149430676
2024-03-14,72581.54623152957
2024-03-15,71857.5689772364
2024-03-16,69880.77532529988
2024-03-17,67534.87503243599
2024-03-18,67115.18838838878
2024-03-19,68037.7909888471
2024-03-20,64857.8491651422
2024-03-21,65095.0726681356
2024-03-22,66680.66415452995
2024-03-23,64745.7710818392
2024-03-24,64437.42511805594
2024-03-25,65996.75280324143
2024-03-26,68975.1591194449
2024-03-27,70369.06876489992
2024-03-28,70085.83945319023
2024-03-29,70421.18692867698
2024-03-30,70314.51641052154
2024-03-31,70003.53116314425
2024-04-01,70703.38906865813
2024-04-02,70238.47835421136
2024-04-03,67437.88593434085
2024-04-04,65926.49586634483
2024-04-05,67529.49475986898
2024-04-06,67954.9309229517
2024-04-07,68718.0536372209
2024-04-08,69562.36278562005
2024-04-09,70987.7224710881
2024-04-10,70335.28983435486
2024-04-11,69889.14174284643
2024-04-12,70544.57830297817
2024-04-13,68548.50735059642
2024-04-14,65108.17059968661
2024-04-15,64654.04929165233
2024-04-16,64736.78750859518
2024-04-17,63505.18227368125
2024-04-18,62495.7521684044
2024-04-19,62700.15534926558
2024-04-20,63353.56543953364
2024-04-21,64574.521377060075
2024-04-22,65161.43743573361
2024-04-23,66152.75177114457
2024-04-24,66736.93079311203
2024-04-25,65526.252319245534
2024-04-26,64447.35965948909
2024-04-27,64275.69249695959
2024-04-28,63586.43733555569
2024-04-29,63634.14373573931
2024-04-30,63489.32122748738
2024-05-01,62291.906153086515
2024-05-02,59238.44518542949
2024-05-03,58701.09694755036
2024-05-04,61376.39217035517
2024-05-05,63705.36914553763
2024-05-06,64064.730259962744
2024-05-07,64040.346865826505
2024-05-08,63229.368283420394
2024-05-09,62033.36453395259
2024-05-10,62358.43288262824
2024-05-11,62049.35208094087
2024-05-12,61100.949659199774
2024-05-13,61421.839504153846
2024-05-14,62416.29915467353
2024-05-15,62362.95238943513
2024-05-16,64288.89450804898
2024-05-17,65882.5521925521
2024-05-18,66476.749633094
2024-05-19,67177.45643163755
2024-05-20,66886.43519605507
2024-05-21,69239.70409348726
2024-05-22,70832.20382262356
2024-05-23,69873.9641900047
2024-05-24,68588.46133139066
2024-05-25,68335.60879484803
2024-05-26,69211.3160076362
2024-05-27,69061.57641420342
2024-05-28,69467.4444505667
2024-05-29,68855.8055731456
2024-05-30,68215.37847773929
2024-05-31,68393.49013655372
2024-06-01,68098.02914827879
