dateTime,close_predict
2023-01-24,23070.115552306157
2023-01-25,22831.052033286884
2023-01-26,22879.731395961237
2023-01-27,22781.319502050952
2023-01-28,23121.729586097805
2023-01-29,23356.2666473144
2023-01-30,24266.547205552022
2023-01-31,23330.30945110638
2023-02-01,22998.780000976447
2023-02-02,23539.390796636755
2023-02-03,23482.67155629907
2023-02-04,23012.145642950567
2023-02-05,23376.772733156973
2023-02-06,24051.837383004164
2023-02-07,23435.421848885853
2023-02-08,23156.549327429115
2023-02-09,23072.359686326494
2023-02-10,22382.656579345872
2023-02-11,21032.435774306316
2023-02-12,21664.55866420425
2023-02-13,22677.335867863192
2023-02-14,22277.886810397187
2023-02-15,21836.344032401106
2023-02-16,22697.852949512202
2023-02-17,23403.41092484073
2023-02-18,22843.031331567927
2023-02-19,23586.305172736716
2023-02-20,25030.43054442559
2023-02-21,24450.281419556923
2023-02-22,24263.251386619777
2023-02-23,23646.143088983215
2023-02-24,23413.979685067625
2023-02-25,22943.316447892066
2023-02-26,23008.06495834691
2023-02-27,24095.291658334234
2023-02-28,24105.618467258428
2023-03-01,23461.912625625635
2023-03-02,23578.15872337384
2023-03-03,23532.403250973097
2023-03-04,23260.09207898964
2023-03-05,22454.852921534013
2023-03-06,23628.073726072034
2023-03-07,23392.90287847023
2023-03-08,22851.616136617205
2023-03-09,21994.850892108778
2023-03-10,20858.961433290257
2023-03-11,18714.255868388213
2023-03-12,18177.450461122862
2023-03-13,20198.972445059855
2023-03-14,21466.555992546793
2023-03-15,21531.51103846942
2023-03-16,21672.164077080182
2023-03-17,22696.15173294785
2023-03-18,24694.362042629178
2023-03-19,25164.581612963157
2023-03-20,26915.681653014046
2023-03-21,27089.981092826343
2023-03-22,26600.296948022195
2023-03-23,27231.85243351401
2023-03-24,28548.587518633285
2023-03-25,29232.244399240517
2023-03-26,29066.14292180929
2023-03-27,29532.791623610814
2023-03-28,29332.292904858987
2023-03-29,28719.708501433026
2023-03-30,29426.856013502445
2023-03-31,29871.39316834439
2023-04-01,29730.733672868395
2023-04-02,30142.496322881994
2023-04-03,30243.810151021153
2023-04-04,29855.096513553264
2023-04-05,29640.500573297377
2023-04-06,30034.48479703772
2023-04-07,29828.347400873583
2023-04-08,29835.831964040877
